fecha,tipo_institucion,roa,roe,morosidad,tamano_activo,ratio_eficiencia_operativa,margen_financiero_neto
2021-03-01,Banca Múltiple,0.2521489192769119,2.391099170068458,3.75,354520958.41400003,45.547029252610166,2536396.0231600003
2021-03-01,Cajas Municipales,-0.01253501050987588,-0.10436086920985659,5.97,32646511.36782,65.1557504311597,508921.2056
2021-04-01,Banca Múltiple,0.3192187896622413,3.0650935943814366,3.63,352039823.546,46.02297896415913,3700310.2186399996
2021-04-01,Cajas Municipales,-0.08979915664738633,-0.7570691330666992,6.15,32446074.000559997,64.9528572243188,664956.0406599998
2021-05-01,Banca Múltiple,0.4008933530268596,3.865639487377923,3.57,351736362.80799997,45.835145576804024,4771534.617900001
2021-05-01,Cajas Municipales,-0.13480634100121544,-1.147974613460124,6.27,32322192.38148,64.94606954071814,834751.5674999999
2021-06-01,Banca Múltiple,0.49248062719295727,4.768795497666948,3.6,355547902.50399995,45.49361205947676,6023226.708909998
2021-06-01,Cajas Municipales,-0.1881575518364148,-1.6171249495088427,5.86,32073925.26112,64.95729551847744,1002793.2360800001
2021-07-01,Banca Múltiple,0.6099036804344184,5.923391696309954,3.66,356225102.20299995,45.29712095133377,7571206.74994
2021-07-01,Cajas Municipales,-0.1537400944501411,-1.3316731010455958,6.11,32281745.039699998,65.00882868903014,1204989.739
2021-08-01,Banca Múltiple,0.7248888131088589,7.058650013878929,3.7,354684254.85400003,45.40514688569843,8998228.01164
2021-08-01,Cajas Municipales,-0.0946258858236444,-0.8245933498052854,5.91,32501086.707420003,64.76384666434238,1407518.0794599997
2021-09-01,Banca Múltiple,0.8551859550643489,8.340476181664105,3.73,345910307.32299995,45.883317191047155,10466154.163279997
2021-09-01,Cajas Municipales,-0.04193621857004252,-0.36723383651977254,5.77,32858354.153169993,64.63375079817172,1625956.8564699998
2021-10-01,Banca Múltiple,1.0279140658349923,10.012839541765738,3.84,346141570.18299997,46.445043579183015,11998052.503829999
2021-10-01,Cajas Municipales,0.09225130819687921,0.8093434053674018,5.75,32709259.646369997,64.45087517746664,1862082.5815000003
2021-11-01,Banca Múltiple,1.1824418735079263,11.485350453355316,3.84,343303007.45,46.39099767741696,13666088.8686
2021-11-01,Cajas Municipales,0.2387967773981686,2.095990635593866,5.56,33026795.00616,64.33751759601584,2112783.42136
2021-12-01,Banca Múltiple,1.3751487272330492,13.28815467050972,3.77,342716152.77800006,46.63100470870584,15643725.75637
2021-12-01,Cajas Municipales,0.3517289581675232,3.0847589903322405,5.04,33344849.1886,63.51258534103606,2401159.6624999996
