variable,diferencia_promedio,error_estandar_hac,estadistico_t,valor_p,ic_95_inferior,ic_95_superior
diferencia_roa,0.6531105317720999,0.128205030916955,5.0942660135946864,3.5009491595108186e-07,0.4018332885380239,0.9043877750061758
diferencia_roe,6.890933191831844,0.6015391575503941,11.455502281669094,2.2068026654210483e-30,5.711938107742506,8.069928275921182
diferencia_morosidad,-2.832651643562277,0.26091037560258423,-10.856799531333857,1.851239615135552e-27,-3.34402658293616,-2.321276704188394
diferencia_tamano_activo,253179393.0160247,17774700.78521925,14.243806186968778,4.898474607454503e-46,218341619.64101917,288017166.39103025
diferencia_ratio_eficiencia_operativa,-19.528797856568055,0.5405213221444801,-36.12956058622984,7.791981283590944e-286,-20.58820018084721,-18.4693955322889
diferencia_margen_financiero_neto,6802077.311841289,492564.81439410534,13.809507120821033,2.233545352951454e-43,5836668.015577186,7767486.608105391
